# trajectory
# file: 'dataset-seq2.bag'
# topic: '/spline/trajectory'
# timestamp tx ty tz qx qy qz qw
0.000000000 0.0002354618 -0.0006063047 -0.0004745604 0.1309072729 -0.6636470192 0.1213742866 0.7264325175
0.020000000 0.0002891519 -0.0008284365 -0.0007934987 0.1373650581 -0.6632154934 0.1269318433 0.7246822458
0.040000000 0.0003372524 -0.0010288860 -0.0012568027 0.1449965509 -0.6626436010 0.1330863711 0.7226115666
0.060000000 0.0004074721 -0.0012008188 -0.0019169039 0.1505394815 -0.6619549745 0.1371843115 0.7213417643
0.080000000 0.0005134283 -0.0013481662 -0.0027827963 0.1529525683 -0.6612384684 0.1385397627 0.7212322330
0.100000000 0.0006546469 -0.0014856252 -0.0038200361 0.1533946488 -0.6605609938 0.1384180006 0.7217823164
0.120000000 0.0008314494 -0.0016305778 -0.0049982207 0.1529692470 -0.6599470909 0.1379650805 0.7225205072
0.140000000 0.0010497896 -0.0018092736 -0.0063106669 0.1522007996 -0.6593411454 0.1375162458 0.7233211270
0.160000000 0.0013166451 -0.0020494426 -0.0077559164 0.1514607895 -0.6586718070 0.1372039307 0.7241451245
0.180000000 0.0016301550 -0.0023618769 -0.0093162996 0.1509167554 -0.6579375887 0.1371636947 0.7249333647
0.200000000 0.0019796197 -0.0027404309 -0.0109579361 0.1505326476 -0.6572063846 0.1375336561 0.7256060801
0.220000000 0.0023682544 -0.0031924762 -0.0126467872 0.1502263851 -0.6565481249 0.1383680504 0.7261066557
0.240000000 0.0028564695 -0.0037823991 -0.0143510021 0.1497661739 -0.6560301200 0.1393862571 0.7264750830
0.260000000 0.0035166571 -0.0045865780 -0.0160410413 0.1488953223 -0.6557142973 0.1402317111 0.7267764515
0.280000000 0.0043679204 -0.0056293725 -0.0177279469 0.1476401591 -0.6555394915 0.1407193736 0.7270958784
0.300000000 0.0053760730 -0.0068831236 -0.0194633431 0.1463095430 -0.6553219369 0.1408354391 0.7275383535
0.320000000 0.0065062143 -0.0083164525 -0.0212943429 0.1451589731 -0.6549290230 0.1406152253 0.7281649578
0.340000000 0.0077298541 -0.0098921492 -0.0232429573 0.1441811569 -0.6544506272 0.1402601375 0.7288575062
0.360000000 0.0090203284 -0.0115731386 -0.0253243887 0.1433126943 -0.6540254653 0.1400079020 0.7294586690
0.380000000 0.0103561122 -0.0133589882 -0.0275415856 0.1427093389 -0.6536321152 0.1399778907 0.7299351291
0.400000000 0.0117208191 -0.0152859082 -0.0298852414 0.1427461065 -0.6530883441 0.1401709494 0.7303774838
0.420000000 0.0131138005 -0.0174013259 -0.0323401081 0.1435962365 -0.6522970170 0.1405692941 0.7308412933
0.440000000 0.0145964634 -0.0197911656 -0.0348693018 0.1445883702 -0.6515336654 0.1411023987 0.7312237681
0.460000000 0.0162440772 -0.0225490413 -0.0374320045 0.1448591854 -0.6511535612 0.1416737083 0.7313982612
0.480000000 0.0180939186 -0.0257240714 -0.0400213256 0.1439692769 -0.6511422085 0.1418803431 0.7315440109
0.500000000 0.0201452723 -0.0293208791 -0.0426643016 0.1419024245 -0.6511134225 0.1410118563 0.7321411540
0.520000000 0.0223896968 -0.0333392367 -0.0453806081 0.1388109465 -0.6507643196 0.1386023807 0.7335030344
0.540000000 0.0247944539 -0.0377672520 -0.0481545776 0.1354509134 -0.6502096721 0.1352241500 0.7352515635
0.560000000 0.0273222458 -0.0425901787 -0.0509628142 0.1326988506 -0.6496773511 0.1316925827 0.7368632289
0.580000000 0.0299706126 -0.0477946992 -0.0538073911 0.1306812686 -0.6492666177 0.1284048476 0.7381649276
0.600000000 0.0327719313 -0.0533689248 -0.0567158508 0.1287718189 -0.6489322664 0.1253383533 0.7393206540
0.620000000 0.0357422392 -0.0592875824 -0.0597101724 0.1264747537 -0.6486147638 0.1224482800 0.7404791986
0.640000000 0.0388261535 -0.0654716129 -0.0627856510 0.1239530745 -0.6482344115 0.1196774593 0.7416906962
0.660000000 0.0419525820 -0.0718317439 -0.0659305153 0.1215282574 -0.6477134867 0.1169697376 0.7429779285
0.680000000 0.0450997702 -0.0783530601 -0.0691238929 0.1193615245 -0.6471115160 0.1143639042 0.7442582950
0.700000000 0.0482953019 -0.0850950033 -0.0723358101 0.1174532579 -0.6466263399 0.1119937799 0.7453432109
0.720000000 0.0515567088 -0.0921064407 -0.0755452345 0.1157260112 -0.6463956855 0.1099261730 0.7461208646
0.740000000 0.0548527343 -0.0993810089 -0.0787684815 0.1138175545 -0.6462853155 0.1079435051 0.7467992066
0.760000000 0.0581405004 -0.1068993977 -0.0820297478 0.1113036121 -0.6460981452 0.1057593110 0.7476520988
0.780000000 0.0613903729 -0.1146620945 -0.0853197523 0.1079836397 -0.6458489886 0.1031514042 0.7487178409
0.800000000 0.0645859609 -0.1226893838 -0.0885957355 0.1038804569 -0.6457667610 0.0999632656 0.7498009647
0.820000000 0.0677093349 -0.1309953869 -0.0918268654 0.0991477840 -0.6460080828 0.0961586557 0.7507308351
0.840000000 0.0707341071 -0.1395661285 -0.0950358404 0.0944265548 -0.6464157475 0.0921705638 0.7514884525
0.860000000 0.0736329702 -0.1483801223 -0.0982586019 0.0904547299 -0.6467706597 0.0885322381 0.7521088341
0.880000000 0.0764061001 -0.1574046820 -0.1015278763 0.0873687609 -0.6469404834 0.0853332019 0.7526971205
0.900000000 0.0790811561 -0.1665959218 -0.1048731744 0.0847035546 -0.6468658397 0.0822151524 0.7534126107
0.920000000 0.0816790550 -0.1759160746 -0.1083128535 0.0820693319 -0.6465145635 0.0789233941 0.7543571050
0.940000000 0.0841889635 -0.1853537969 -0.1118212144 0.0794845061 -0.6459738205 0.0757007393 0.7554266573
0.960000000 0.0865932060 -0.1949051675 -0.1153625135 0.0770617030 -0.6453594733 0.0729012907 0.7564773929
0.980000000 0.0888992985 -0.2045850419 -0.1189233022 0.0747091917 -0.6446777474 0.0705730876 0.7575147378
1.000000000 0.0911399488 -0.2144270522 -0.1225124269 0.0721300515 -0.6438193247 0.0684579761 0.7586879716
1.020000000 0.0933401010 -0.2244599643 -0.1261325440 0.0690360798 -0.6426829495 0.0663253057 0.7601273577
1.040000000 0.0954892649 -0.2346898134 -0.1297576709 0.0652097469 -0.6412345114 0.0641098812 0.7618765737
1.060000000 0.0975677604 -0.2451144118 -0.1333528354 0.0604708988 -0.6394602960 0.0617866104 0.7639477829
1.080000000 0.0995482921 -0.2556731466 -0.1368409647 0.0550842121 -0.6375086840 0.0593015827 0.7661799591
1.100000000 0.1013959494 -0.2662469799 -0.1401028860 0.0497579190 -0.6357023234 0.0565741111 0.7682487068
1.120000000 0.1030844585 -0.2767279009 -0.1430438534 0.0450834332 -0.6342860501 0.0535738505 0.7699211214
1.140000000 0.1046234182 -0.2870621694 -0.1456741494 0.0411054037 -0.6331229409 0.0504693958 0.7713096185
1.160000000 0.1060319220 -0.2972112877 -0.1480289285 0.0377207040 -0.6319855983 0.0474753707 0.7726043238
1.180000000 0.1073411759 -0.3071752898 -0.1501114794 0.0345869215 -0.6307890443 0.0447347731 0.7738912886
1.200000000 0.1085944989 -0.3169927413 -0.1518932254 0.0311243196 -0.6295853647 0.0423191136 0.7751532996
1.220000000 0.1098325464 -0.3266959257 -0.1533397499 0.0268944305 -0.6284383649 0.0402779445 0.7763501777
1.240000000 0.1110832133 -0.3362852971 -0.1543988193 0.0220638518 -0.6274508338 0.0385884989 0.7773863682
1.260000000 0.1123718274 -0.3457547091 -0.1550140268 0.0169437448 -0.6267328830 0.0372067588 0.7781609474
1.280000000 0.1137380395 -0.3551292176 -0.1551354399 0.0116897490 -0.6263062388 0.0359669753 0.7786592462
1.300000000 0.1152358234 -0.3644650809 -0.1547195998 0.0063012887 -0.6261039968 0.0345810579 0.7789468720
1.320000000 0.1168998505 -0.3737939992 -0.1537282124 0.0008086527 -0.6260564373 0.0328192557 0.7790863751
1.340000000 0.1186850930 -0.3830440141 -0.1521425156 -0.0046062294 -0.6261057337 0.0307004648 0.7791199358
1.360000000 0.1205277557 -0.3921192386 -0.1499484113 -0.0097296221 -0.6262062521 0.0283064278 0.7790826724
1.380000000 0.1223906750 -0.4009694696 -0.1471267576 -0.0144862710 -0.6264309966 0.0257283527 0.7789174580
1.400000000 0.1242633190 -0.4095901871 -0.1436533687 -0.0189402582 -0.6269684823 0.0230680338 0.7784726422
1.420000000 0.1261374704 -0.4179732584 -0.1395162993 -0.0231516788 -0.6279585017 0.0203933472 0.7776350245
1.440000000 0.1280095400 -0.4260881526 -0.1347534415 -0.0271386010 -0.6293251799 0.0176319970 0.7764679175
1.460000000 0.1298768166 -0.4338986567 -0.1294143256 -0.0309094530 -0.6309434221 0.0146849256 0.7750737751
1.480000000 0.1317301661 -0.4413666445 -0.1235295906 -0.0344815591 -0.6327943748 0.0116107392 0.7734646030
1.500000000 0.1335540321 -0.4484520775 -0.1171109839 -0.0378816355 -0.6349653791 0.0086252196 0.7715630594
1.520000000 0.1353308728 -0.4551205317 -0.1101795972 -0.0411192564 -0.6375005845 0.0059062066 0.7693291417
1.540000000 0.1370363224 -0.4613603739 -0.1027971853 -0.0441311202 -0.6402508976 0.0034477995 0.7668893956
1.560000000 0.1386460560 -0.4671642642 -0.0950349329 -0.0468422295 -0.6430275393 0.0012084687 0.7644082213
1.580000000 0.1401759245 -0.4724925571 -0.0869471029 -0.0493058292 -0.6458014713 -0.0006385979 0.7619114037
1.600000000 0.1416819552 -0.4772733011 -0.0785710364 -0.0517047424 -0.6486997838 -0.0017066973 0.7592840689
1.620000000 0.1432195695 -0.4814550536 -0.0699513137 -0.0541872010 -0.6517692858 -0.0016972559 0.7564771408
1.640000000 0.1448347777 -0.4850740253 -0.0611644145 -0.0567372446 -0.6547189692 -0.0007047267 0.7537396499
1.660000000 0.1465705370 -0.4881873579 -0.0522929116 -0.0592979677 -0.6571869000 0.0010740366 0.7513906946
1.680000000 0.1484536951 -0.4908295918 -0.0433760913 -0.0617307833 -0.6590746405 0.0033762651 0.7495322071
1.700000000 0.1504949902 -0.4930126673 -0.0344099539 -0.0638125450 -0.6605459727 0.0058733461 0.7480457746
1.720000000 0.1526867963 -0.4947564146 -0.0253917293 -0.0653992479 -0.6617483522 0.0082210107 0.7468229186
1.740000000 0.1549508324 -0.4961161568 -0.0163310949 -0.0666682357 -0.6627199372 0.0100281489 0.7458264325
1.760000000 0.1571928752 -0.4971505965 -0.0072389609 -0.0678675040 -0.6634796785 0.0109115825 0.7450299695
1.780000000 0.1593582934 -0.4977920903 0.0019169806 -0.0690402461 -0.6642235697 0.0109371031 0.7442586067
1.800000000 0.1614320471 -0.4978466482 0.0112122559 -0.0700247816 -0.6653242093 0.0106201116 0.7431873516
1.820000000 0.1633945289 -0.4971481447 0.0206956921 -0.0707006841 -0.6670771153 0.0105093158 0.7415518119
1.840000000 0.1652009737 -0.4956638837 0.0303018033 -0.0711521072 -0.6694414558 0.0112082258 0.7393645181
1.860000000 0.1668029685 -0.4933956171 0.0399373650 -0.0715151189 -0.6722875656 0.0133100829 0.7367074444
1.880000000 0.1682128479 -0.4903701775 0.0495284594 -0.0718701352 -0.6754353278 0.0168452672 0.7337152299
1.900000000 0.1695036941 -0.4866394782 0.0590204754 -0.0722435227 -0.6786597892 0.0212802249 0.7305812179
1.920000000 0.1707416449 -0.4822693138 0.0683584414 -0.0726448449 -0.6817644589 0.0260779830 0.7274887545
1.940000000 0.1719544955 -0.4773766429 0.0774825866 -0.0730089534 -0.6846550504 0.0307857498 0.7245477157
1.960000000 0.1731601448 -0.4720886311 0.0863341243 -0.0732554345 -0.6872703824 0.0349840757 0.7218512154
1.980000000 0.1743693576 -0.4664730073 0.0949045038 -0.0733836980 -0.6896186119 0.0385272181 0.7194141064
2.000000000 0.1755857634 -0.4605380642 0.1032354104 -0.0734705401 -0.6917715494 0.0415429537 0.7171669166
2.020000000 0.1767953228 -0.4542729447 0.1113582177 -0.0735171328 -0.6937905453 0.0440839429 0.7150570022
2.040000000 0.1779145611 -0.4476005296 0.1192543174 -0.0732112180 -0.6956943737 0.0458553889 0.7131246310
2.060000000 0.1788437380 -0.4404277946 0.1268912107 -0.0721768589 -0.6974932236 0.0465047089 0.7114288553
2.080000000 0.1795082721 -0.4326769056 0.1342043205 -0.0704151299 -0.6992456419 0.0463164014 0.7098957900
2.100000000 0.1798587405 -0.4242852185 0.1410969917 -0.0683061497 -0.7010596001 0.0462116582 0.7083178592
2.120000000 0.1798641911 -0.4152076349 0.1474804789 -0.0661342815 -0.7030276976 0.0469298856 0.7065238136
2.140000000 0.1795631805 -0.4054665978 0.1533032544 -0.0637392698 -0.7051715931 0.0483681751 0.7045075226
2.160000000 0.1790108071 -0.3951016727 0.1585230230 -0.0608540172 -0.7074909627 0.0502206409 0.7023042173
2.180000000 0.1782429626 -0.3841578840 0.1630958262 -0.0572885711 -0.7099176022 0.0523542113 0.6999957531
2.200000000 0.1772763311 -0.3726857148 0.1669760431 -0.0529297190 -0.7123144316 0.0548116251 0.6977121764
2.220000000 0.1761361391 -0.3607436965 0.1701215176 -0.0478081284 -0.7145441692 0.0576049026 0.6955736398
2.240000000 0.1748851216 -0.3484216044 0.1725042445 -0.0425151759 -0.7164910791 0.0605867941 0.6936585859
2.260000000 0.1735935679 -0.3358153166 0.1740999793 -0.0377581703 -0.7180587442 0.0635776602 0.6920432367
2.280000000 0.1722898446 -0.3229814223 0.1748896078 -0.0336437372 -0.7192114858 0.0665232516 0.6907804243
2.300000000 0.1709603960 -0.3099372215 0.1748591464 -0.0296770601 -0.7199618736 0.0694927755 0.6898876190
2.320000000 0.1695929249 -0.2967048486 0.1739948486 -0.0254716335 -0.7202964505 0.0725053894 0.6893962488
2.340000000 0.1681874599 -0.2833326078 0.1722830252 -0.0211767546 -0.7201116861 0.0753597037 0.6894284732
2.360000000 0.1667457739 -0.2698720434 0.1697124047 -0.0170541751 -0.7192928710 0.0778187105 0.6901240245
2.380000000 0.1652388840 -0.2562987452 0.1663270054 -0.0128223886 -0.7179143542 0.0800137544 0.6913988469
2.400000000 0.1636070512 -0.2425123490 0.1622261344 -0.0076542659 -0.7162299709 0.0824392654 0.6929356453
2.420000000 0.1617933771 -0.2284456771 0.1575030288 -0.0010590346 -0.7144573858 0.0854639993 0.6944389298
2.440000000 0.1597576729 -0.2141775064 0.1522170298 0.0060182866 -0.7126969930 0.0888926051 0.6957908315
2.460000000 0.1574654376 -0.1998215220 0.1464200222 0.0123109728 -0.7110450218 0.0923982176 0.6969404468
2.480000000 0.1549169039 -0.1854550499 0.1401873088 0.0173837090 -0.7095802568 0.0958288816 0.6978613696
2.500000000 0.1521470379 -0.1711190567 0.1336176101 0.0216321477 -0.7083417414 0.0992067136 0.6985284930
2.520000000 0.1491863412 -0.1568443116 0.1267860952 0.0254597052 -0.7073268221 0.1025332855 0.6989474197
2.540000000 0.1460414158 -0.1426271173 0.1196696561 0.0291530940 -0.7063894962 0.1056992065 0.6992793823
2.560000000 0.1427136353 -0.1284553289 0.1122212091 0.0329644374 -0.7053438506 0.1085701316 0.6997256068
2.580000000 0.1392215366 -0.1143206975 0.1044073255 0.0370314171 -0.7039616248 0.1110791112 0.7005199040
2.600000000 0.1356008199 -0.1002188701 0.0962082319 0.0413741918 -0.7019700912 0.1132301215 0.7019295598
2.620000000 0.1318804196 -0.0861473596 0.0876295656 0.0460122032 -0.6991947265 0.1150496184 0.7041116367
2.640000000 0.1280592224 -0.0721104645 0.0787762324 0.0509892103 -0.6958801653 0.1166366176 0.7067862445
